"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Serbia","SRB","2014","31.465",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Serbia","SRB","2013","32.678",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Serbia","SRB","2012","29.067",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Serbia","SRB","2011","32.799",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Serbia","SRB","2010","34.623",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Serbia","SRB","2009","39.412",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Serbia","SRB","2008","36.570",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Serbia","SRB","2007","33.572",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Seychelles","SYC","2023","50.260",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Seychelles","SYC","2020","40.002",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Seychelles","SYC","2019","47.348",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Seychelles","SYC","2016","43.794",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Seychelles","SYC","2015","48.999",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Seychelles","SYC","2014","44.867",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sierra Leone","SLE","2018","21.491",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sierra Leone","SLE","2014","38.528",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Singapore","SGP","2023","39.807",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Singapore","SGP","2022","40.646",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Singapore","SGP","2021","38.545",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovak Republic","SVK","2023","34.109",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovak Republic","SVK","2022","35.588",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovak Republic","SVK","2021","35.242",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovak Republic","SVK","2020","34.532",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovak Republic","SVK","2019","33.350",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovak Republic","SVK","2018","30.367",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovak Republic","SVK","2017","30.585",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovak Republic","SVK","2016","34.316",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovak Republic","SVK","2015","27.816",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovak Republic","SVK","2014","27.881",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovak Republic","SVK","2013","29.881",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovak Republic","SVK","2012","30.404",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovak Republic","SVK","2011","28.634",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovak Republic","SVK","2010","34.880",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovak Republic","SVK","2009","31.676",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovak Republic","SVK","2008","29.152",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovak Republic","SVK","2007","31.830",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovak Republic","SVK","2006","27.392",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovak Republic","SVK","2005","30.764",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovak Republic","SVK","2004","32.374",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovak Republic","SVK","2003","34.619",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovak Republic","SVK","2002","31.366",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovak Republic","SVK","2001","30.573",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovak Republic","SVK","2000","30.747",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovenia","SVN","2022","33.170",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovenia","SVN","2021","33.524",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovenia","SVN","2020","40.616",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovenia","SVN","2019","40.507",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovenia","SVN","2018","38.224",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovenia","SVN","2017","41.893",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovenia","SVN","2016","41.771",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovenia","SVN","2015","36.984",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovenia","SVN","2014","36.467",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovenia","SVN","2013","38.545",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovenia","SVN","2012","40.260",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovenia","SVN","2011","38.916",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovenia","SVN","2010","43.254",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovenia","SVN","2009","44.693",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovenia","SVN","2008","43.291",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovenia","SVN","2007","37.549",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovenia","SVN","2006","41.973",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovenia","SVN","2005","42.022",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovenia","SVN","2004","40.199",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovenia","SVN","2003","41.916",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovenia","SVN","2002","35.766",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovenia","SVN","2001","36.432",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Slovenia","SVN","2000","34.612",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Solomon Islands","SLB","2013","25.083",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Somalia","SOM","2019","27.684",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","South Africa","ZAF","2023","36.026",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","South Africa","ZAF","2022","36.527",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","South Africa","ZAF","2021","35.186",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","South Africa","ZAF","2020","35.072",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","South Africa","ZAF","2019","33.261",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","South Africa","ZAF","2018","33.935",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","South Africa","ZAF","2017","35.226",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","South Africa","ZAF","2016","35.734",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","South Africa","ZAF","2015","33.886",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","South Africa","ZAF","2014","34.288",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","South Africa","ZAF","2013","33.119",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","South Africa","ZAF","2012","34.773",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","South Africa","ZAF","2011","33.655",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","South Africa","ZAF","2010","32.047",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","South Africa","ZAF","2009","33.227",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","South Africa","ZAF","2008","31.465",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","South Africa","ZAF","2007","31.998",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","South Africa","ZAF","2006","31.403",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","South Africa","ZAF","2005","30.478",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","South Africa","ZAF","2004","26.831",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","South Africa","ZAF","2003","27.654",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","South Africa","ZAF","2002","25.565",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","South Africa","ZAF","2001","22.500",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","South Africa","ZAF","2000","22.579",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Spain","ESP","2022","35.905",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Spain","ESP","2021","33.210",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Spain","ESP","2020","37.495",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Spain","ESP","2019","30.497",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Spain","ESP","2018","34.644",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Spain","ESP","2017","26.362",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Spain","ESP","2016","30.665",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Spain","ESP","2015","31.374",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Spain","ESP","2014","27.521",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Spain","ESP","2013","30.202",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Spain","ESP","2012","27.971",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Spain","ESP","2011","28.093",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Spain","ESP","2010","24.046",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Spain","ESP","2009","25.062",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Spain","ESP","2008","24.467",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Spain","ESP","2007","23.228",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Spain","ESP","2006","22.984",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Spain","ESP","2005","21.483",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Spain","ESP","2004","18.986",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Spain","ESP","2003","15.837",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Spain","ESP","2002","18.131",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Spain","ESP","2001","17.502",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Spain","ESP","2000","15.647",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sri Lanka","LKA","2022","24.561",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sri Lanka","LKA","2021","21.417",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sri Lanka","LKA","2020","26.074",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sri Lanka","LKA","2019","25.639",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sri Lanka","LKA","2018","22.524",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sri Lanka","LKA","2017","23.165",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sri Lanka","LKA","2016","25.635",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sri Lanka","LKA","2015","23.740",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sri Lanka","LKA","2014","23.998",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sri Lanka","LKA","2013","23.480",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sri Lanka","LKA","2011","25.346",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sri Lanka","LKA","2010","23.731",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sudan","SDN","2022","13.063",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Suriname","SUR","2016","42.169",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sweden","SWE","2022","42.193",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sweden","SWE","2021","44.140",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sweden","SWE","2020","43.094",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sweden","SWE","2019","41.902",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sweden","SWE","2018","39.030",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sweden","SWE","2017","39.448",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sweden","SWE","2016","39.514",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sweden","SWE","2015","39.795",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sweden","SWE","2014","37.452",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sweden","SWE","2013","35.511",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sweden","SWE","2012","34.495",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sweden","SWE","2011","33.523",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sweden","SWE","2010","31.338",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sweden","SWE","2009","31.130",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sweden","SWE","2008","30.818",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sweden","SWE","2007","31.025",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sweden","SWE","2006","31.735",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sweden","SWE","2005","29.131",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sweden","SWE","2004","31.589",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sweden","SWE","2003","30.515",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sweden","SWE","2002","32.138",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sweden","SWE","2001","31.220",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Sweden","SWE","2000","27.409",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Switzerland","CHE","2023","31.898",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Switzerland","CHE","2022","30.144",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Switzerland","CHE","2021","30.428",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Switzerland","CHE","2020","31.792",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Switzerland","CHE","2019","32.561",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Switzerland","CHE","2018","31.037",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Switzerland","CHE","2017","29.120",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Switzerland","CHE","2016","31.179",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Switzerland","CHE","2015","31.223",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Switzerland","CHE","2014","28.932",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Switzerland","CHE","2013","28.064",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Switzerland","CHE","2012","28.580",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Switzerland","CHE","2011","28.572",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Switzerland","CHE","2010","28.077",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Switzerland","CHE","2009","27.864",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Switzerland","CHE","2008","25.008",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Switzerland","CHE","2007","25.780",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Switzerland","CHE","2006","26.531",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Switzerland","CHE","2005","24.261",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Switzerland","CHE","2004","24.814",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Switzerland","CHE","2003","25.307",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Switzerland","CHE","2002","24.803",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Switzerland","CHE","2001","21.417",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Switzerland","CHE","2000","22.466",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Tajikistan","TJK","2016","24.544",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Tajikistan","TJK","2009","16.305",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Tajikistan","TJK","2007","13.847",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Tanzania","TZA","2020","27.912",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Tanzania","TZA","2014","17.337",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Tanzania","TZA","2012","19.481",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Tanzania","TZA","2006","17.446",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Tanzania","TZA","2001","11.724",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Thailand","THA","2023","34.694",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Thailand","THA","2022","33.126",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Thailand","THA","2021","32.044",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Thailand","THA","2020","33.212",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Thailand","THA","2019","30.959",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Thailand","THA","2018","30.870",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Thailand","THA","2017","30.760",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Thailand","THA","2016","29.533",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Thailand","THA","2015","29.832",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Thailand","THA","2014","29.374",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Thailand","THA","2013","27.089",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Thailand","THA","2010","24.345",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Thailand","THA","2007","21.028",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Thailand","THA","2000","18.242",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Timor-Leste","TLS","2022","22.395",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Timor-Leste","TLS","2021","13.274",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Timor-Leste","TLS","2016","24.515",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Timor-Leste","TLS","2015","27.492",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Timor-Leste","TLS","2013","32.980",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Timor-Leste","TLS","2010","8.580",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Togo","TGO","2017","29.525",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Tonga","TON","2021","31.966",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Tonga","TON","2018","40.338",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Tonga","TON","2016","40.176",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Trinidad and Tobago","TTO","2023","45.839",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Trinidad and Tobago","TTO","2022","46.551",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Trinidad and Tobago","TTO","2021","43.619",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Trinidad and Tobago","TTO","2020","46.740",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Trinidad and Tobago","TTO","2019","45.248",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Tunisia","TUN","2019","25.992",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Tunisia","TUN","2014","16.688",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Tunisia","TUN","2010","19.257",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Tunisia","TUN","2009","18.249",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Turkiye","TUR","2023","20.546",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Turkiye","TUR","2022","19.645",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Turkiye","TUR","2021","20.655",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Turkiye","TUR","2020","19.279",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Turkiye","TUR","2019","17.523",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Turkiye","TUR","2018","16.342",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Turkiye","TUR","2017","17.265",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Turkiye","TUR","2016","16.732",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Turkiye","TUR","2015","14.483",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Turkiye","TUR","2014","15.504",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Turkiye","TUR","2013","16.572",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Turkiye","TUR","2012","14.346",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Turkiye","TUR","2011","18.662",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Turkiye","TUR","2010","18.763",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Turkiye","TUR","2009","20.065",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Turkiye","TUR","2008","19.423",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Turkiye","TUR","2007","18.046",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Turkiye","TUR","2006","17.230",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Turkiye","TUR","2005","15.696",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Turkiye","TUR","2004","16.520",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Tuvalu","TUV","2022","36.056",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Tuvalu","TUV","2017","36.697",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Tuvalu","TUV","2016","36.715",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Uganda","UGA","2021","27.668",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Uganda","UGA","2019","30.550",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Uganda","UGA","2017","27.499",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Uganda","UGA","2014","24.778",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Uganda","UGA","2012","31.475",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ukraine","UKR","2021","44.095",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ukraine","UKR","2020","43.099",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ukraine","UKR","2019","42.441",""
"Female share of employment in senior and middle management (%)","SL.EMP.SMGT.FE.ZS","Ukraine","UKR","2018","40.780",""
