"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bosnia and Herzegovina","BIH","2010","83.238","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bosnia and Herzegovina","BIH","2009","85.319","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bosnia and Herzegovina","BIH","2008","85.076","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bosnia and Herzegovina","BIH","2007","83.331","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Botswana","BWA","2023","77.277","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Botswana","BWA","2022","76.626","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Botswana","BWA","2021","78.852","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Botswana","BWA","2020","76.131","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Botswana","BWA","2019","74.795","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Botswana","BWA","2010","69.620","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Botswana","BWA","2009","84.557","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Botswana","BWA","2006","41.581","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","2023","77.270","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","2022","77.717","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","2021","75.908","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","2020","74.757","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","2019","79.053","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","2018","78.704","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","2017","78.951","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","2016","78.812","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","2015","78.793","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","2014","80.837","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","2013","78.732","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","2012","75.986","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","2011","79.205","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","2009","80.786","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","2008","80.516","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","2007","81.271","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","2006","80.618","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","2005","81.565","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","2004","80.502","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","2003","80.555","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","2002","81.058","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","2001","80.349","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","1999","80.990","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","1998","81.434","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","1997","82.101","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","1996","82.042","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","1995","82.711","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","1992","80.440","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","1990","87.244","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brazil","BRA","1989","87.648","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brunei Darussalam","BRN","2023","77.235","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brunei Darussalam","BRN","2022","78.384","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brunei Darussalam","BRN","2021","79.117","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brunei Darussalam","BRN","2020","80.253","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brunei Darussalam","BRN","2019","78.254","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brunei Darussalam","BRN","2018","83.490","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brunei Darussalam","BRN","2017","82.121","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Brunei Darussalam","BRN","2014","82.789","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","2023","73.511","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","2022","74.933","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","2021","73.990","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","2020","72.757","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","2019","74.372","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","2018","72.278","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","2017","73.198","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","2016","73.027","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","2015","71.635","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","2014","72.839","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","2013","72.371","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","2012","72.940","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","2011","73.153","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","2010","73.849","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","2009","73.268","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","2008","74.360","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","2007","74.252","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","2006","73.337","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","2005","72.091","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","2004","73.839","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","2003","72.758","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","2002","73.178","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","2001","73.293","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Bulgaria","BGR","2000","74.740","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Burkina Faso","BFA","2023","61.650","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Burkina Faso","BFA","2022","76.555","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Burkina Faso","BFA","2019","71.573","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Burkina Faso","BFA","2018","60.744","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Burkina Faso","BFA","2014","48.090","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Burundi","BDI","2020","52.290","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Burundi","BDI","2014","71.839","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Burundi","BDI","2006","67.629","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cabo Verde","CPV","2019","68.020","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cabo Verde","CPV","2018","68.480","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cabo Verde","CPV","2017","66.990","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cabo Verde","CPV","2015","74.089","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cabo Verde","CPV","2009","60.248","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cambodia","KHM","2021","72.786","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cambodia","KHM","2020","76.474","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cambodia","KHM","2019","65.791","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cambodia","KHM","2017","80.264","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cambodia","KHM","2016","76.859","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cambodia","KHM","2015","71.049","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cambodia","KHM","2014","58.062","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cambodia","KHM","2013","75.681","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cambodia","KHM","2012","85.206","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cambodia","KHM","2011","88.083","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cambodia","KHM","2010","88.934","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cambodia","KHM","2009","58.280","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cambodia","KHM","2008","63.110","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cambodia","KHM","2007","72.182","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cambodia","KHM","2003","87.460","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cambodia","KHM","2001","50.250","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cambodia","KHM","2000","42.698","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cambodia","KHM","1999","77.257","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cambodia","KHM","1997","91.197","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cambodia","KHM","1996","32.210","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cameroon","CMR","2021","27.446","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cameroon","CMR","2014","72.083","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cameroon","CMR","2007","71.404","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","2023","71.041","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","2022","70.878","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","2021","71.257","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","2020","70.168","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","2019","72.278","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","2018","72.204","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","2017","72.543","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","2016","72.739","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","2015","73.036","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","2014","73.239","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","2013","73.773","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","2012","74.146","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","2011","74.050","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","2010","74.334","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","2009","74.993","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","2008","74.380","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","2007","74.522","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","2006","74.429","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","2005","74.718","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","2004","75.129","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","2003","75.372","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","2002","74.807","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","2001","74.474","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","2000","74.237","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","1999","74.132","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","1998","74.233","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","1997","73.769","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","1996","74.188","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","1995","74.381","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","1994","74.231","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","1993","74.946","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","1992","75.163","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","1991","75.457","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Canada","CAN","1990","75.427","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cayman Islands","CYM","2015","83.770","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cayman Islands","CYM","2014","85.980","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cayman Islands","CYM","2012","87.910","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Cayman Islands","CYM","2011","87.570","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Chad","TCD","2018","52.093","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Chile","CHL","2023","81.553","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Chile","CHL","2022","81.334","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Chile","CHL","2021","78.917","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Chile","CHL","2020","76.215","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Chile","CHL","2019","80.855","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Chile","CHL","2018","79.939","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Chile","CHL","2017","78.674","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Chile","CHL","2016","77.845","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Chile","CHL","2015","78.578","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Chile","CHL","2014","77.312","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Chile","CHL","2013","79.939","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Chile","CHL","2012","80.772","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Chile","CHL","2011","79.761","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Chile","CHL","2010","78.253","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Chile","CHL","2009","76.637","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Chile","CHL","2006","79.198","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Chile","CHL","2003","82.623","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Chile","CHL","2000","84.413","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Chile","CHL","1998","80.928","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","China","CHN","2000","71.133","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Colombia","COL","2023","74.951","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Colombia","COL","2022","74.540","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Colombia","COL","2021","70.605","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Colombia","COL","2019","70.937","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Colombia","COL","2018","71.611","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Colombia","COL","2017","73.016","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Colombia","COL","2016","73.567","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Colombia","COL","2015","74.295","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Colombia","COL","2014","74.444","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Colombia","COL","2013","75.114","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Colombia","COL","2012","75.711","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Colombia","COL","2011","75.095","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Colombia","COL","2010","74.876","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Colombia","COL","2009","73.669","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Colombia","COL","2008","71.709","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Colombia","COL","2007","71.613","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Colombia","COL","2005","78.048","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Colombia","COL","2004","77.688","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Colombia","COL","2003","79.164","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Colombia","COL","2002","79.306","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Comoros","COM","2021","70.166","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Comoros","COM","2014","75.605","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Comoros","COM","2004","74.809","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Congo, Dem. Rep.","COD","2020","45.060","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Congo, Dem. Rep.","COD","2012","48.747","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Congo, Dem. Rep.","COD","2005","68.684","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Congo, Rep.","COG","2009","48.999","Advanced, female"
"Labor force with advanced education, female (% of female working-age population with advanced education)","SL.TLF.ADVN.FE.ZS","Congo, Rep.","COG","2005","72.663","Advanced, female"
